a,80.0
b,0.0
c,0.0
d,53.333333333333336
e,0.0
f,0.0
g,0.0
h,0.0
i,0.0
j,0.0
5,0.0
yut,0.0
dhfjguihjo,0.0
sikg,0.0
divyam,0.0
raj,20.0
rahul,0.0
tyu,0.0
Bruce,60.0
